ID транзакции;Дата и время;TID;ID терминала;Сумма, ₽;Статус
2880609497;2026-08-03 15:32:05.314;E0274577;245015;400,00;Успешная транзакция снятия денег
2880649470;2026-08-03 15:42:28.498;E0274571;225745;400,00;Успешная транзакция снятия денег
2880664280;2026-08-03 15:46:26.074;E0274569;225733;400,00;Успешная транзакция снятия денег
2880666630;2026-08-03 15:47:03.304;E0274571;225745;400,00;Успешная транзакция снятия денег
2880687348;2026-08-03 15:52:23.033;E0274571;225745;400,00;Успешная транзакция снятия денег
2880719010;2026-08-03 16:00:33.248;E0274579;265792;400,00;Успешная транзакция снятия денег
2880720043;2026-08-03 16:00:50.357;E0274563;225754;400,00;Успешная транзакция снятия денег
2880722284;2026-08-03 16:01:25.238;E0274559;209061;400,00;Успешная транзакция снятия денег
2880746255;2026-08-03 16:07:32.871;E0274560;209091;400,00;Успешная транзакция снятия денег
2880747730;2026-08-03 16:07:55.290;E0274579;265792;400,00;Успешная транзакция снятия денег
2880781999;2026-08-03 16:16:49.655;E0274566;265772;400,00;Успешная транзакция снятия денег
2880811360;2026-08-03 16:24:26.929;E0274576;245044;400,00;Успешная транзакция снятия денег
2880813613;2026-08-03 16:25:02.877;;209091;400,00;Успешная транзакция снятия денег
2880820821;2026-08-03 16:26:55.299;E0274577;245015;400,00;Успешная транзакция снятия денег
2880850807;2026-08-03 16:34:38.266;E0274571;225745;400,00;Успешная транзакция снятия денег
2880871523;2026-08-03 16:39:54.822;E0274572;245005;400,00;Успешная транзакция снятия денег
2880909910;2026-08-03 16:49:41.358;E0274571;225745;400,00;Успешная транзакция снятия денег
2880912747;2026-08-03 16:50:23.798;E0274578;265732;400,00;Успешная транзакция снятия денег
2883349643;2026-08-04 11:59:06.288;E0274577;245015;400,00;Успешная транзакция снятия денег
2883381098;2026-08-04 12:07:40.415;E0274581;265763;400,00;Успешная транзакция снятия денег
2883395557;2026-08-04 12:11:38.188;E0274558;208953;400,00;Успешная транзакция снятия денег
2883405060;2026-08-04 12:14:11.985;E0274566;265772;400,00;Успешная транзакция снятия денег
2883422500;2026-08-04 12:18:48.988;E0274569;225733;400,00;Успешная транзакция снятия денег
2883452008;2026-08-04 12:26:46.478;E0274577;245015;400,00;Успешная транзакция снятия денег, по которой впоследствии произошел возврат
2883456889;2026-08-04 12:28:06.301;E0274581;265763;400,00;Успешная транзакция снятия денег
2883465957;2026-08-04 12:30:32.606;E0274577;245015;-400,00;Успешный возврат денег
2883478114;2026-08-04 12:33:57.356;E0274569;225733;400,00;Успешная транзакция снятия денег
2883519672;2026-08-04 12:45:26.754;E0274563;225754;400,00;Успешная транзакция снятия денег
2883522435;2026-08-04 12:46:11.038;E0274561;225784;400,00;Успешная транзакция снятия денег
2883529844;2026-08-04 12:48:13.122;E0274562;225704;400,00;Успешная транзакция снятия денег
2883543213;2026-08-04 12:51:54.935;E0274561;225784;400,00;Успешная транзакция снятия денег
2883559343;2026-08-04 12:56:16.753;E0274561;225784;400,00;Успешная транзакция снятия денег
2883586054;2026-08-04 13:03:26.379;E0274581;265763;400,00;Успешная транзакция снятия денег
2883647167;2026-08-04 13:19:43.392;E0274578;265732;400,00;Успешная транзакция снятия денег
2883727889;2026-08-04 13:41:43.355;E0274558;208953;400,00;Успешная транзакция снятия денег
2883742834;2026-08-04 13:45:47.566;E0274563;225754;400,00;Успешная транзакция снятия денег
2883785575;2026-08-04 13:57:19.756;E0274575;245035;400,00;Успешная транзакция снятия денег
2883797008;2026-08-04 14:00:24.952;E0274562;225704;400,00;Успешная транзакция снятия денег
2883801539;2026-08-04 14:01:39.817;E0274577;245015;400,00;Успешная транзакция снятия денег
2883802052;2026-08-04 14:01:48.656;E0274559;209061;400,00;Успешная транзакция снятия денег
2883803457;2026-08-04 14:02:11.827;E0274561;225784;400,00;Успешная транзакция снятия денег
2883813759;2026-08-04 14:04:57.859;E0274572;245005;400,00;Успешная транзакция снятия денег
2883840655;2026-08-04 14:12:20.587;E0274561;225784;400,00;Успешная транзакция снятия денег
2883854416;2026-08-04 14:16:04.263;E0274559;209061;400,00;Успешная транзакция снятия денег
2883876964;2026-08-04 14:22:19.141;E0274572;245005;400,00;Успешная транзакция снятия денег
2883879836;2026-08-04 14:23:05.583;E0274573;245024;400,00;Успешная транзакция снятия денег
2883891017;2026-08-04 14:26:10.059;E0274575;245035;400,00;Успешная транзакция снятия денег, по которой впоследствии произошел возврат
2883896309;2026-08-04 14:27:36.342;E0274575;245035;400,00;Успешная транзакция снятия денег, по которой впоследствии произошел возврат
2883930034;2026-08-04 14:36:54.587;E0274575;245035;-400,00;Успешный возврат денег
2883934224;2026-08-04 14:38:00.536;E0274575;245035;-400,00;Успешный возврат денег
2883969750;2026-08-04 14:47:47.186;E0274573;245024;400,00;Успешная транзакция снятия денег
2883969676;2026-08-04 14:47:48.534;E0274572;245005;400,00;Успешная транзакция снятия денег
2884018275;2026-08-04 15:00:59.678;E0274561;225784;400,00;Успешная транзакция снятия денег
2884036323;2026-08-04 15:05:51.170;;225733;400,00;Успешная транзакция снятия денег
2884038829;2026-08-04 15:06:31.238;E0274562;225704;400,00;Успешная транзакция снятия денег
2884062326;2026-08-04 15:12:42.192;E0274561;225784;400,00;Успешная транзакция снятия денег
2884073489;2026-08-04 15:15:39.791;E0274572;245005;400,00;Успешная транзакция снятия денег
2884085397;2026-08-04 15:18:46.977;E0274572;245005;400,00;Успешная транзакция снятия денег
2884145335;2026-08-04 15:35:00.474;E0274561;225784;400,00;Неуспешная транзакция снятия денег
2884145785;2026-08-04 15:35:08.224;E0274561;225784;400,00;Неуспешная транзакция снятия денег
2884150270;2026-08-04 15:36:21.523;E0274561;225784;400,00;Успешная транзакция снятия денег
2884152664;2026-08-04 15:36:58.941;E0274562;225704;400,00;Успешная транзакция снятия денег
2884184127;2026-08-04 15:45:35.715;E0274576;245044;400,00;Успешная транзакция снятия денег
2884211590;2026-08-04 15:52:53.751;E0274559;209061;400,00;Успешная транзакция снятия денег
2884213148;2026-08-04 15:53:16.764;E0274578;265732;400,00;Успешная транзакция снятия денег
2884230600;2026-08-04 15:57:56.689;E0274578;265732;400,00;Успешная транзакция снятия денег
2884264836;2026-08-04 16:06:45.397;E0274560;209091;400,00;Успешная транзакция снятия денег, по которой впоследствии произошел возврат
2884266934;2026-08-04 16:07:16.554;E0274560;209091;400,00;Успешная транзакция снятия денег, по которой впоследствии произошел возврат
2886966803;2026-08-05 12:38:12.094;E0274563;225754;400,00;Неуспешная транзакция снятия денег
2886966908;2026-08-05 12:38:13.772;E0274578;265732;400,00;Успешная транзакция снятия денег
2886968472;2026-08-05 12:38:38.383;E0274563;225754;400,00;Успешная транзакция снятия денег
2886986740;2026-08-05 12:43:46.716;E0274577;245015;400,00;Успешная транзакция снятия денег
2886996740;2026-08-05 12:46:42.441;;225784;400,00;Успешная транзакция снятия денег
2887002180;2026-08-05 12:48:16.006;E0274578;265732;400,00;Успешная транзакция снятия денег
2887026816;2026-08-05 12:55:14.429;E0274561;225784;400,00;Успешная транзакция снятия денег
2887071347;2026-08-05 13:07:33.990;E0274571;225745;400,00;Успешная транзакция снятия денег
2887236305;2026-08-05 13:52:59.598;E0274561;225784;400,00;Успешная транзакция снятия денег
2887266766;2026-08-05 14:01:31.644;E0274577;245015;400,00;Успешная транзакция снятия денег
2887272986;2026-08-05 14:03:11.325;E0274561;225784;400,00;Успешная транзакция снятия денег
2887325936;2026-08-05 14:17:53.579;;225784;400,00;Успешная транзакция снятия денег
2887335023;2026-08-05 14:20:24.514;E0274562;225704;400,00;Успешная транзакция снятия денег
2887381775;2026-08-05 14:33:05.163;E0274571;225745;400,00;Успешная транзакция снятия денег
2887383833;2026-08-05 14:33:39.646;E0274571;225745;400,00;Успешная транзакция снятия денег
2887408024;2026-08-05 14:40:23.373;E0274573;245024;400,00;Успешная транзакция снятия денег
2887408855;2026-08-05 14:40:37.963;E0274578;265732;400,00;Успешная транзакция снятия денег
2887430989;2026-08-05 14:46:48.368;E0274571;225745;400,00;Успешная транзакция снятия денег
2887486874;2026-08-05 15:02:04.628;E0274576;245044;400,00;Успешная транзакция снятия денег
2887492411;2026-08-05 15:03:33.301;E0274571;225745;400,00;Успешная транзакция снятия денег
2887507578;2026-08-05 15:07:42.148;E0274576;245044;400,00;Успешная транзакция снятия денег
2887520698;2026-08-05 15:11:12.733;E0274561;225784;400,00;Успешная транзакция снятия денег
2887541620;2026-08-05 15:16:45.773;E0274578;265732;400,00;Успешная транзакция снятия денег
2887556642;2026-08-05 15:20:48.628;E0274577;245015;400,00;Успешная транзакция снятия денег
2887571592;2026-08-05 15:24:52.675;E0274577;245015;400,00;Неуспешная транзакция снятия денег
2887574666;2026-08-05 15:25:44.004;E0274577;245015;400,00;Неуспешная транзакция снятия денег
2887576684;2026-08-05 15:26:17.998;E0274572;245005;400,00;Успешная транзакция снятия денег
2887583742;2026-08-05 15:28:14.740;E0274573;245024;400,00;Успешная транзакция снятия денег
2887601009;2026-08-05 15:32:59.550;;245035;400,00;Успешная транзакция снятия денег
2887606415;2026-08-05 15:34:27.368;E0274576;245044;400,00;Успешная транзакция снятия денег
2887660482;2026-08-05 15:49:14.026;E0274575;245035;400,00;Успешная транзакция снятия денег
2887661757;2026-08-05 15:49:35.660;E0274577;245015;400,00;Успешная транзакция снятия денег
2887683973;2026-08-05 15:55:39.747;E0274573;245024;400,00;Успешная транзакция снятия денег
2887700124;2026-08-05 15:59:55.980;E0274572;245005;400,00;Успешная транзакция снятия денег
2887714927;2026-08-05 16:03:47.233;E0274562;225704;400,00;Успешная транзакция снятия денег
2887725229;2026-08-05 16:06:35.813;E0274577;245015;400,00;Успешная транзакция снятия денег
2887735975;2026-08-05 16:09:27.950;;225754;400,00;Успешная транзакция снятия денег
2887746536;2026-08-05 16:12:16.916;E0274578;265732;400,00;Успешная транзакция снятия денег
2887791313;2026-08-05 16:24:20.357;E0274563;225754;400,00;Успешная транзакция снятия денег
2887810476;2026-08-05 16:29:30.593;E0274562;225704;400,00;Успешная транзакция снятия денег
2887814980;2026-08-05 16:30:43.323;E0274572;245005;400,00;Успешная транзакция снятия денег
2887843777;2026-08-05 16:38:28.711;E0274569;225733;400,00;Успешная транзакция снятия денег
2887870970;2026-08-05 16:45:43.361;;245035;400,00;Успешная транзакция снятия денег
2887872638;2026-08-05 16:46:08.522;E0274573;245024;400,00;Успешная транзакция снятия денег
2887902935;2026-08-05 16:53:52.767;E0274575;245035;400,00;Успешная транзакция снятия денег, по которой впоследствии произошел возврат
2887910035;2026-08-05 16:55:45.331;E0274570;225764;400,00;Успешная транзакция снятия денег
2887923419;2026-08-05 16:59:07.891;E0274576;245044;400,00;Успешная транзакция снятия денег
2887929765;2026-08-05 17:00:46.876;E0274581;265763;400,00;Успешная транзакция снятия денег
2887932260;2026-08-05 17:01:24.939;E0274572;245005;400,00;Успешная транзакция снятия денег
2887934528;2026-08-05 17:02:00.275;;225745;400,00;Успешная транзакция снятия денег
2890405859;2026-08-06 12:33:46.877;E0274563;225754;400,00;Успешная транзакция снятия денег
2890423189;2026-08-06 12:38:38.275;E0274563;225754;400,00;Успешная транзакция снятия денег
2890431449;2026-08-06 12:41:03.976;E0274567;225703;400,00;Успешная транзакция снятия денег
2890432729;2026-08-06 12:41:25.238;E0274563;225754;400,00;Успешная транзакция снятия денег
2890458620;2026-08-06 12:48:50.302;E0274575;245035;400,00;Успешная транзакция снятия денег
2890475584;2026-08-06 12:53:35.648;E0274576;245044;400,00;Успешная транзакция снятия денег
2890484670;2026-08-06 12:56:11.080;E0274570;225764;400,00;Успешная транзакция снятия денег
2890528136;2026-08-06 13:08:15.960;E0274563;225754;400,00;Успешная транзакция снятия денег
2890540920;2026-08-06 13:11:50.592;E0274581;265763;400,00;Успешная транзакция снятия денег
2890584562;2026-08-06 13:24:06.584;E0274581;265763;400,00;Успешная транзакция снятия денег
2890588817;2026-08-06 13:25:16.197;E0274572;245005;400,00;Успешная транзакция снятия денег
2890627219;2026-08-06 13:36:07.013;E0274575;245035;400,00;Успешная транзакция снятия денег, по которой впоследствии произошел возврат
2890637862;2026-08-06 13:39:09.928;E0274575;245035;400,00;Успешная транзакция снятия денег, по которой впоследствии произошел возврат
2890637914;2026-08-06 13:39:10.638;E0274573;245024;400,00;Успешная транзакция снятия денег
2890657820;2026-08-06 13:44:39.210;E0274571;225745;400,00;Успешная транзакция снятия денег
2890671627;2026-08-06 13:48:31.395;E0274575;245035;-400,00;Успешный возврат денег
2890675629;2026-08-06 13:49:37.448;E0274575;245035;-400,00;Успешный возврат денег
2890708415;2026-08-06 13:58:40.681;;225733;400,00;Успешная транзакция снятия денег
2890728207;2026-08-06 14:04:11.526;E0274569;225733;400,00;Успешная транзакция снятия денег
2890757992;2026-08-06 14:12:17.571;E0274563;225754;400,00;Успешная транзакция снятия денег
2890774590;2026-08-06 14:16:57.115;E0274567;225703;400,00;Успешная транзакция снятия денег
2890820688;2026-08-06 14:29:59.004;E0274581;265763;400,00;Успешная транзакция снятия денег
2890829899;2026-08-06 14:32:32.193;E0274581;265763;400,00;Успешная транзакция снятия денег
2890859672;2026-08-06 14:40:46.115;E0274577;245015;400,00;Успешная транзакция снятия денег, по которой впоследствии произошел возврат
2890866464;2026-08-06 14:42:37.406;E0274581;265763;400,00;Успешная транзакция снятия денег
2890866814;2026-08-06 14:42:44.909;E0274572;245005;400,00;Успешная транзакция снятия денег
2890870428;2026-08-06 14:43:44.005;E0274572;245005;400,00;Успешная транзакция снятия денег
2890879512;2026-08-06 14:46:16.397;E0274561;225784;400,00;Успешная транзакция снятия денег
2890887972;2026-08-06 14:48:37.588;E0274577;245015;-400,00;Успешный возврат денег
2890892954;2026-08-06 14:49:58.687;E0274563;225754;400,00;Успешная транзакция снятия денег
2890905404;2026-08-06 14:53:25.517;E0274561;225784;400,00;Успешная транзакция снятия денег
2890908930;2026-08-06 14:54:24.826;E0274573;245024;400,00;Успешная транзакция снятия денег
2890909273;2026-08-06 14:54:30.896;E0274563;225754;400,00;Успешная транзакция снятия денег
2890914458;2026-08-06 14:55:57.506;E0274563;225754;400,00;Успешная транзакция снятия денег
2890932595;2026-08-06 15:00:55.632;E0274561;225784;400,00;Успешная транзакция снятия денег
2890938866;2026-08-06 15:02:39.966;E0274577;245015;400,00;Успешная транзакция снятия денег, по которой впоследствии произошел возврат
2890949736;2026-08-06 15:05:31.628;E0274581;265763;400,00;Успешная транзакция снятия денег, по которой впоследствии произошел возврат
2890974833;2026-08-06 15:12:21.429;E0274577;245015;-400,00;Успешный возврат денег
2890979783;2026-08-06 15:13:44.567;E0274581;265763;-400,00;Успешный возврат денег
2890995134;2026-08-06 15:17:59.744;E0274581;265763;400,00;Успешная транзакция снятия денег
2890998928;2026-08-06 15:19:03.014;E0274572;245005;400,00;Успешная транзакция снятия денег
2891004570;2026-08-06 15:20:37.103;E0274578;265732;400,00;Успешная транзакция снятия денег
2891011306;2026-08-06 15:22:25.523;E0274572;245005;400,00;Успешная транзакция снятия денег
2891034529;2026-08-06 15:28:48.543;E0274581;265763;400,00;Успешная транзакция снятия денег
2891038322;2026-08-06 15:29:50.020;E0274578;265732;400,00;Успешная транзакция снятия денег
2891068337;2026-08-06 15:38:03.826;E0274578;265732;400,00;Успешная транзакция снятия денег
2891079758;2026-08-06 15:41:11.615;E0274569;225733;400,00;Успешная транзакция снятия денег
2891101731;2026-08-06 15:47:09.971;E0274578;265732;400,00;Успешная транзакция снятия денег
2891109264;2026-08-06 15:49:11.358;E0274578;265732;400,00;Успешная транзакция снятия денег
2891144660;2026-08-06 15:58:44.734;E0274570;225764;400,00;Успешная транзакция снятия денег, по которой впоследствии произошел возврат
2893527392;2026-08-07 10:48:32.972;E0274570;225764;400,00;Успешная транзакция снятия денег
2893591739;2026-08-07 11:06:50.871;E0274561;225784;400,00;Успешная транзакция снятия денег
2893593250;2026-08-07 11:07:16.344;E0274578;265732;400,00;Успешная транзакция снятия денег
2893936428;2026-08-07 12:41:10.331;E0274570;225764;400,00;Успешная транзакция снятия денег
2893951133;2026-08-07 12:45:11.352;E0274561;225784;400,00;Успешная транзакция снятия денег
2893963264;2026-08-07 12:48:30.203;E0274562;225704;400,00;Успешная транзакция снятия денег
2893985393;2026-08-07 12:54:27.642;E0274562;225704;400,00;Неуспешная транзакция снятия денег
2893986649;2026-08-07 12:54:47.931;E0274562;225704;400,00;Неуспешная транзакция снятия денег
2893988877;2026-08-07 12:55:22.431;E0274562;225704;400,00;Неуспешная транзакция снятия денег
2894160034;2026-08-07 13:41:29.747;E0274563;225754;400,00;Успешная транзакция снятия денег
2894160779;2026-08-07 13:41:41.385;E0274571;225745;400,00;Успешная транзакция снятия денег
2894179288;2026-08-07 13:46:38.402;E0274573;245024;400,00;Успешная транзакция снятия денег
2894224656;2026-08-07 13:58:54.937;E0274562;225704;400,00;Успешная транзакция снятия денег
2894286950;2026-08-07 14:15:44.293;E0274561;225784;400,00;Успешная транзакция снятия денег
2894300706;2026-08-07 14:19:27.408;E0274572;245005;400,00;Успешная транзакция снятия денег
2894307577;2026-08-07 14:21:18.347;E0274579;265792;400,00;Успешная транзакция снятия денег
2894421367;2026-08-07 14:52:31.470;E0274576;245044;400,00;Успешная транзакция снятия денег
2894442005;2026-08-07 14:58:01.217;E0274576;245044;400,00;Успешная транзакция снятия денег
2894485208;2026-08-07 15:09:19.614;E0274573;245024;400,00;Успешная транзакция снятия денег
2894546227;2026-08-07 15:25:33.050;E0274578;265732;400,00;Успешная транзакция снятия денег
2894597990;2026-08-07 15:39:20.371;E0274578;265732;400,00;Успешная транзакция снятия денег
2894639299;2026-08-07 15:50:29.752;E0274578;265732;400,00;Успешная транзакция снятия денег
2894652843;2026-08-07 15:54:02.208;E0274563;225754;400,00;Успешная транзакция снятия денег
2894707139;2026-08-07 16:08:08.985;E0274571;225745;400,00;Успешная транзакция снятия денег, по которой впоследствии произошел возврат
2894719859;2026-08-07 16:11:32.819;E0274571;225745;400,00;Успешная транзакция снятия денег
2894721959;2026-08-07 16:12:05.891;E0274571;225745;-400,00;Успешный возврат денег
2894729055;2026-08-07 16:13:59.751;E0274566;265772;400,00;Успешная транзакция снятия денег
2894745735;2026-08-07 16:18:27.808;E0274571;225745;400,00;Успешная транзакция снятия денег
2894861844;2026-08-07 16:49:06.430;E0274570;225764;400,00;Успешная транзакция снятия денег
2894877147;2026-08-07 16:53:06.084;E0274570;225764;400,00;Успешная транзакция снятия денег
2894885854;2026-08-07 16:55:22.236;E0274571;225745;400,00;Успешная транзакция снятия денег
2894907193;2026-08-07 17:00:55.580;E0274567;225703;400,00;Успешная транзакция снятия денег
2894922451;2026-08-07 17:04:48.517;E0274578;265732;400,00;Неуспешная транзакция снятия денег
2894927980;2026-08-07 17:06:10.735;E0274578;265732;400,00;Успешная транзакция снятия денег
2894935100;2026-08-07 17:07:59.079;E0274571;225745;400,00;Успешная транзакция снятия денег
2894947898;2026-08-07 17:11:13.770;E0274578;265732;400,00;Успешная транзакция снятия денег
2894959990;2026-08-07 17:14:15.889;E0274566;265772;400,00;Успешная транзакция снятия денег
2894966582;2026-08-07 17:15:53.536;E0274572;245005;400,00;Успешная транзакция снятия денег
2894977163;2026-08-07 17:18:34.364;E0274566;265772;400,00;Успешная транзакция снятия денег
2894991215;2026-08-07 17:22:11.036;E0274566;265772;400,00;Успешная транзакция снятия денег
2895014819;2026-08-07 17:28:13.694;E0274562;225704;400,00;Успешная транзакция снятия денег
2895092922;2026-08-07 17:47:46.545;E0274581;265763;400,00;Успешная транзакция снятия денег, по которой впоследствии произошел возврат
2895093675;2026-08-07 17:47:57.541;E0274578;265732;400,00;Успешная транзакция снятия денег
2895094781;2026-08-07 17:48:14.955;E0274562;225704;400,00;Успешная транзакция снятия денег
2895117574;2026-08-07 17:53:57.157;E0274581;265763;400,00;Успешная транзакция снятия денег
2895118965;2026-08-07 17:54:17.180;E0274581;265763;-400,00;Успешный возврат денег
2895139721;2026-08-07 17:59:34.284;E0274581;265763;400,00;Успешная транзакция снятия денег
2895174387;2026-08-07 18:08:14.057;E0274562;225704;400,00;Успешная транзакция снятия денег
2895184602;2026-08-07 18:10:48.776;E0274579;265792;400,00;Успешная транзакция снятия денег
2895190187;2026-08-07 18:12:16.317;E0274572;245005;400,00;Успешная транзакция снятия денег
2897096236;2026-08-08 11:18:39.965;E0274563;225754;400,00;Успешная транзакция снятия денег
2897157221;2026-08-08 11:34:24.693;E0274561;225784;400,00;Успешная транзакция снятия денег
2897158575;2026-08-08 11:34:45.851;E0274570;225764;400,00;Успешная транзакция снятия денег
2897170600;2026-08-08 11:37:50.597;E0274577;245015;400,00;Успешная транзакция снятия денег
2897191395;2026-08-08 11:43:02.917;E0274577;245015;400,00;Успешная транзакция снятия денег
2897209329;2026-08-08 11:47:40.743;E0274579;265792;400,00;Успешная транзакция снятия денег
2897274321;2026-08-08 12:04:03.567;;225784;400,00;Успешная транзакция снятия денег
2897299040;2026-08-08 12:10:10.244;E0274579;265792;400,00;Успешная транзакция снятия денег
2897299709;2026-08-08 12:10:20.816;E0274562;225704;400,00;Успешная транзакция снятия денег, по которой впоследствии произошел возврат
2897301132;2026-08-08 12:10:42.353;E0274562;225704;400,00;Успешная транзакция снятия денег, по которой впоследствии произошел возврат
2897319531;2026-08-08 12:15:21.996;E0274571;225745;400,00;Успешная транзакция снятия денег
2897333907;2026-08-08 12:18:58.948;E0274581;265763;400,00;Успешная транзакция снятия денег
2897343677;2026-08-08 12:21:28.451;E0274562;225704;-400,00;Успешный возврат денег
2897348270;2026-08-08 12:22:35.352;E0274562;225704;-400,00;Успешный возврат денег
2897350699;2026-08-08 12:23:09.818;E0274571;225745;400,00;Успешная транзакция снятия денег
2897360454;2026-08-08 12:25:41.852;E0274577;245015;400,00;Успешная транзакция снятия денег
2897374855;2026-08-08 12:29:23.856;E0274571;225745;400,00;Успешная транзакция снятия денег
2897381152;2026-08-08 12:30:58.812;E0274578;265732;400,00;Успешная транзакция снятия денег
2897429093;2026-08-08 12:43:10.602;E0274578;265732;400,00;Успешная транзакция снятия денег
2897469448;2026-08-08 12:53:19.414;E0274579;265792;400,00;Успешная транзакция снятия денег
2897516972;2026-08-08 13:05:11.194;E0274561;225784;400,00;Успешная транзакция снятия денег
2897521404;2026-08-08 13:06:18.160;E0274577;245015;400,00;Успешная транзакция снятия денег
2897522548;2026-08-08 13:06:34.777;E0274577;245015;400,00;Успешная транзакция снятия денег, по которой впоследствии произошел возврат
2897533650;2026-08-08 13:09:25.425;E0274581;265763;400,00;Успешная транзакция снятия денег
2897535543;2026-08-08 13:09:53.434;E0274577;245015;400,00;Успешная транзакция снятия денег
2897536912;2026-08-08 13:10:14.268;E0274577;245015;400,00;Успешная транзакция снятия денег, по которой впоследствии произошел возврат
2897539885;2026-08-08 13:10:56.825;E0274579;265792;400,00;Успешная транзакция снятия денег
2897573216;2026-08-08 13:19:19.392;E0274577;245015;-400,00;Успешный возврат денег
2897577413;2026-08-08 13:20:25.191;E0274577;245015;-400,00;Успешный возврат денег
2897579709;2026-08-08 13:21:00.680;E0274561;225784;400,00;Успешная транзакция снятия денег
2897581822;2026-08-08 13:21:31.403;E0274570;225764;400,00;Успешная транзакция снятия денег
2897659297;2026-08-08 13:41:28.937;E0274561;225784;400,00;Успешная транзакция снятия денег
2897668371;2026-08-08 13:43:48.003;E0274578;265732;400,00;Успешная транзакция снятия денег
2897715645;2026-08-08 13:56:06.865;E0274578;265732;400,00;Успешная транзакция снятия денег
2897827151;2026-08-08 14:25:21.911;E0274579;265792;400,00;Успешная транзакция снятия денег
2897843525;2026-08-08 14:29:44.137;E0274561;225784;400,00;Успешная транзакция снятия денег
2897892354;2026-08-08 14:42:53.022;E0274581;265763;400,00;Успешная транзакция снятия денег
2897928268;2026-08-08 14:52:24.612;E0274572;245005;400,00;Успешная транзакция снятия денег
2897938703;2026-08-08 14:55:16.276;E0274561;225784;400,00;Успешная транзакция снятия денег
2897968000;2026-08-08 15:03:14.080;;245035;400,00;Успешная транзакция снятия денег
2897971526;2026-08-08 15:04:12.934;E0274566;265772;400,00;Успешная транзакция снятия денег
2897981774;2026-08-08 15:06:57.934;;245035;400,00;Успешная транзакция снятия денег
2897996789;2026-08-08 15:11:04.323;;245035;400,00;Успешная транзакция снятия денег
2898006743;2026-08-08 15:13:50.167;;245035;400,00;Успешная транзакция снятия денег
2898020770;2026-08-08 15:17:40.451;;225784;400,00;Успешная транзакция снятия денег
2898027328;2026-08-08 15:19:23.750;E0274569;225733;400,00;Неуспешная транзакция снятия денег
2898028260;2026-08-08 15:19:39.753;E0274569;225733;400,00;Успешная транзакция снятия денег
2898029257;2026-08-08 15:19:56.630;E0274581;265763;400,00;Успешная транзакция снятия денег
2898031748;2026-08-08 15:20:39.310;E0274563;225754;400,00;Успешная транзакция снятия денег
